X,budget,company,country,director,genre,gross,name,rating,release_month,runtime,score,star,votes,writer,year,budget_missing,region,direc_freq,comp_freq,season,id,afinn_score,sentiment_best,writer_count,writer_popularity,director_count,director_popularity,star_count,star_popularity
261,3000000,Alive Films,USA,John Carpenter,Horror,14182492,Prince of Darkness,R,10,102,6.7,Donald Pleasence,28064,John Carpenter,1987,0,North America,2.302585092994046,1.6094379124341003,Fall,261,-1,-1,5,5,9,5,4,3
262,6500000,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416,La Bamba,PG-13,7,108,6.8,Lou Diamond Phillips,22839,Luis Valdez,1987,0,North America,0.6931471805599453,5.117993812416755,Summer,262,0,0,1,1,1,1,4,3
263,5000000,F/M,USA,Kathryn Bigelow,Action,3369307,Near Dark,R,1988,94,7,Adrian Pasdar,27485,Kathryn Bigelow,1987,0,North America,2.1972245773362196,0.6931471805599453,NA,263,0,0,2,3,8,4,2,2
264,12000000,Road Movies Filmproduktion,West Germany,Wim Wenders,Drama,3210139,Wings of Desire,PG-13,5,128,8.1,Bruno Ganz,51522,Wim Wenders,1987,1,Western Europe,1.791759469228055,1.0986122886681098,Spring,264,1,1,3,4,5,3,3,2
265,12000000,Twentieth Century Fox Film Corporation,USA,Marek Kanievska,Crime,12396383,Less Than Zero,R,11,98,6.4,Andrew McCarthy,15500,Bret Easton Ellis,1987,1,North America,1.0986122886681098,5.327876168789581,Fall,265,0,0,5,5,2,2,5,3
266,15000000,Orion Pictures,USA,Roger Donaldson,Action,35509515,No Way Out,R,8,114,7.1,Kevin Costner,28684,Kenneth Fearing,1987,0,North America,2.6390573296152584,3.713572066704308,Summer,266,-1,-1,1,1,13,5,26,5
267,12000000,Universal Pictures,USA,Matthew Robbins,Comedy,32945797,*batteries not included,PG,12,106,6.6,Hume Cronyn,25330,Mick Garris,1987,1,North America,1.0986122886681098,5.713732805509369,Winter,267,0,0,3,4,2,2,1,1
268,12000000,United Artists,USA,Charles Shyer,Comedy,26712476,Baby Boom,PG,10,110,6.1,Diane Keaton,11414,Nancy Meyers,1987,1,North America,1.9459101490553132,3.332204510175204,Fall,268,0,0,6,5,6,4,7,3
269,12000000,Cineplex-Odeon Films,UK,Bruce Robinson,Comedy,1544889,Withnail & I,R,6,107,7.8,Richard E. Grant,33285,Bruce Robinson,1987,1,Western Europe,1.6094379124341003,2.3978952727983707,Summer,269,0,0,5,5,4,3,3,2
270,12000000,Fries Entertainment,USA,Jeffrey Bloom,Drama,15151736,Flowers in the Attic,PG-13,11,93,5.7,Louise Fletcher,7993,Virginia C. Andrews,1987,1,North America,0.6931471805599453,1.0986122886681098,Fall,270,0,0,1,1,1,1,1,1
271,20000000,Amercent Films,USA,James L. Brooks,Comedy,51249404,Broadcast News,R,12,133,7.2,William Hurt,22802,James L. Brooks,1987,0,North America,1.791759469228055,1.791759469228055,Winter,271,0,0,5,5,5,3,6,3
272,2500000,New Century Entertainment Corporation,Canada,Tibor Takács,Fantasy,13539458,Tunel al infierno,PG-13,5,85,6,Stephen Dorff,11435,Michael Nankin,1987,0,North America,1.3862943611198906,1.3862943611198906,Spring,272,0,0,2,3,3,2,8,3
273,17000000,Cannon Films,UK,Sidney J. Furie,Action,15681020,Superman IV: The Quest for Peace,PG,7,90,3.6,Christopher Reeve,35866,Joe Shuster,1987,0,Western Europe,1.791759469228055,2.0794415416798357,Summer,273,2,2,1,1,5,3,4,3
274,3500000,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000,Creepshow 2,R,5,92,6,George Kennedy,17500,Stephen King,1987,0,North America,0.6931471805599453,0.6931471805599453,Spring,274,0,0,22,5,1,1,1,1
275,3000000,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703,Teen Wolf Too,PG,11,95,3.2,Jason Bateman,8905,Jeph Loeb,1987,0,North America,1.0986122886681098,2.3978952727983707,Fall,275,0,0,1,1,2,2,11,4
276,12000000,Columbia Pictures Industries,USA,Fred Schepisi,Comedy,40050884,Roxanne,PG,6,107,6.6,Steve Martin,34794,Edmond Rostand,1987,0,North America,2.1972245773362196,1.0986122886681098,Summer,276,0,0,2,3,8,4,24,5
277,12000000,Rastar Pictures,USA,Herbert Ross,Comedy,66995879,The Secret of My Succe$s,PG-13,4,111,6.5,Michael J. Fox,24685,Jim Cash,1987,0,North America,1.9459101490553132,1.6094379124341003,Spring,277,0,0,2,3,6,4,17,5
278,20000000,Applied Action,USA,Tom Mankiewicz,Comedy,57387516,Dragnet,PG-13,6,106,5.9,Dan Aykroyd,27387,Dan Aykroyd,1987,0,North America,1.0986122886681098,1.0986122886681098,Summer,278,0,0,3,4,2,2,8,3
279,12000000,British Screen Productions,UK,Alan Clarke,Comedy,124167,"Rita, Sue and Bob Too",R,5,93,6.4,Siobhan Finneran,2747,Andrea Dunbar,1987,1,Western Europe,0.6931471805599453,2.5649493574615367,Spring,279,0,0,1,1,1,1,1,1
280,18000000,TriStar Pictures,USA,Blake Edwards,Comedy,39321715,Blind Date,PG-13,3,95,5.9,Kim Basinger,17903,Dale Launer,1987,0,North America,2.0794415416798357,4.454347296253507,Spring,280,-1,-1,5,5,7,4,6,3
281,12000000,New World Pictures,USA,Ethan Wiley,Comedy,7800000,House II: The Second Story,PG-13,8,88,5.4,Arye Gross,8302,Fred Dekker,1987,1,North America,0.6931471805599453,2.0794415416798357,Summer,281,0,0,4,4,1,1,3,2
282,12000000,Warner Bros.,USA,Jim Drake,Comedy,28061343,Police Academy 4: Citizens on Patrol,PG,4,88,4.8,Steve Guttenberg,33955,Neal Israel,1987,1,North America,1.0986122886681098,5.68697535633982,Spring,282,0,0,5,5,2,2,6,3
283,1000000,Atlantic Entertainment Group,USA,Rod Amateau,Adventure,1576615,The Garbage Pail Kids Movie,PG,8,100,2.7,Anthony Newley,6348,Linda Palmer,1987,0,North America,0.6931471805599453,2.3978952727983707,Summer,283,0,0,1,1,1,1,1,1
284,14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,12,88,6.2,Danny DeVito,28550,Stu Silver,1987,0,North America,1.9459101490553132,3.713572066704308,Winter,284,0,0,1,1,6,4,8,3
285,12000000,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,2488740,The Stepfather,R,6,89,6.8,Terry O'Quinn,9959,Carolyn Lefcourt,1987,1,Western Europe,2.0794415416798357,2.1972245773362196,Summer,285,0,0,2,3,7,4,2,2
286,12000000,Heron Communications,USA,Jack Sholder,Action,9747988,The Hidden,R,10,96,7,Kyle MacLachlan,13878,Jim Kouf,1987,1,North America,1.0986122886681098,1.0986122886681098,Fall,286,0,0,7,5,2,2,2,2
287,12000000,Universal Pictures,USA,Joe Dante,Comedy,548696,Amazon Women on the Moon,R,9,85,6.2,Rosanna Arquette,8755,Michael Barrie,1987,1,North America,2.0794415416798357,5.713732805509369,Fall,287,0,0,1,1,7,4,3,2
288,3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,10,100,7.3,Mickey Rourke,15647,Charles Bukowski,1987,0,North America,2.0794415416798357,2.6390573296152584,Fall,288,0,0,2,3,7,4,12,4
289,6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,10,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987,0,North America,1.791759469228055,5.713732805509369,Fall,289,0,0,3,4,5,3,1,1
290,12000000,Panorama Film A/S,Denmark,Gabriel Axel,Comedy,4398938,Babette's Feast,G,3,102,7.8,Stéphane Audran,14838,Karen Blixen,1987,1,Northern Europe,0.6931471805599453,0.6931471805599453,Spring,290,0,0,1,1,1,1,1,1
291,12000000,Orion Pictures,USA,John Schlesinger,Crime,18753438,The Believers,R,6,114,6.1,Martin Sheen,4900,Mark Frost,1987,1,North America,1.791759469228055,3.713572066704308,Summer,291,0,0,3,4,5,3,3,2
292,15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,9,81,5.2,Molly Ringwald,5348,James Toback,1987,0,North America,1.3862943611198906,1.791759469228055,Fall,292,0,0,4,4,3,2,4,3
293,16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,1,88,7.6,Mia Farrow,26467,Woody Allen,1987,0,North America,3.5263605246161616,3.713572066704308,Winter,293,0,0,32,5,33,5,3,2
294,12000000,Lightyear Entertainment,UK,Robert Altman,Comedy,1028679,Aria,R,10,90,5.8,John Hurt,2243,Robert Altman,1987,1,Western Europe,2.5649493574615367,1.3862943611198906,Fall,294,0,0,3,4,12,5,3,2
295,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,5,92,5.5,Jim Varney,9526,John R. Cherry III,1987,0,North America,1.6094379124341003,0.6931471805599453,Spring,295,0,0,2,3,4,3,4,3
296,12000000,Nouvelles Éditions de Films (NEF),France,Louis Malle,Drama,4542825,Au Revoir les Enfants,PG,2,104,8,Gaspard Manesse,25969,Louis Malle,1987,1,Western Europe,1.6094379124341003,1.3862943611198906,Winter,296,0,0,2,3,4,3,1,1
297,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,10,106,6.1,Tom Berenger,7854,Howard Franklin,1987,0,North America,2.995732273553991,5.117993812416755,Fall,297,0,0,4,4,19,5,11,4
298,12000000,"Guber-Peters Company, The",USA,James Foley,Comedy,7305209,Who's That Girl,PG,8,92,4.7,Madonna,8125,Andrew Smith,1987,1,North America,2.3978952727983707,1.0986122886681098,Summer,298,0,0,1,1,10,5,5,3
299,29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,11,157,7.5,Denzel Washington,10692,John Briley,1987,0,Western Europe,1.791759469228055,5.713732805509369,Fall,299,1,1,2,3,5,3,36,5
300,6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,8,119,6.5,Michael Caine,7532,George Axelrod,1987,0,Western Europe,1.3862943611198906,0.6931471805599453,Summer,300,0,0,1,1,3,2,10,4
301,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,2,143,6.8,Jack Nicholson,6874,William Kennedy,1987,0,North America,1.3862943611198906,1.6094379124341003,Winter,301,0,0,1,1,3,2,15,4
302,12000000,Amercent Films,USA,Bob Rafelson,Crime,25205460,Black Widow,R,2,102,6.3,Debra Winger,7132,Ronald Bass,1987,1,North America,1.6094379124341003,1.791759469228055,Winter,302,0,0,6,5,4,3,6,3
303,12000000,Touchstone Pictures,USA,John Badham,Action,65673233,Stakeout,R,8,117,6.6,Richard Dreyfuss,20039,Jim Kouf,1987,1,North America,2.1972245773362196,4.882801922586371,Summer,303,0,0,7,5,8,4,13,4
304,12000000,Imagine Films Entertainment,USA,Rod Daniel,Comedy,34377585,Like Father Like Son,PG-13,10,96,5.1,Dudley Moore,4817,Lorne Cameron,1987,1,North America,1.6094379124341003,2.0794415416798357,Fall,304,4,4,3,4,4,3,3,2
305,12000000,Pelemele Film,West Germany,Percy Adlon,Comedy,3587303,Bagdad Cafe,PG,4,95,7.5,Marianne Sägebrecht,10255,Eleonore Adlon,1987,1,Western Europe,1.0986122886681098,0.6931471805599453,Spring,305,0,0,1,1,2,2,2,2
306,12000000,Cannon Group,USA,Andrey Konchalovskiy,Drama,769119,Shy People,R,3,100,6.9,Jill Clayburgh,940,Andrey Konchalovskiy,1987,1,North America,1.6094379124341003,2.4849066497880004,Spring,306,-1,-1,2,3,4,3,1,1
307,12000000,Twentieth Century Fox Film Corporation,USA,Joe Roth,Comedy,30063289,Revenge of the Nerds II: Nerds in Paradise,PG-13,7,88,4.9,Robert Carradine,11444,Tim Metcalfe,1987,1,North America,1.791759469228055,5.327876168789581,Summer,307,1,1,1,1,5,3,1,1
308,12000000,Simcom Limited,Canada,Bruce Pittman,Horror,2683519,Prom Night II,R,11,97,5.6,Lisa Schrage,3440,Ron Oliver,1987,1,North America,0.6931471805599453,1.0986122886681098,Fall,308,0,0,1,1,1,1,1,1
309,5000000,Cannon Group,USA,J. Lee Thompson,Action,6880310,Death Wish 4: The Crackdown,R,11,99,5.3,Charles Bronson,6770,Brian Garfield,1987,0,North America,1.791759469228055,2.4849066497880004,Fall,309,-1,-1,2,3,5,3,6,3
310,18000000,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286,Project X,PG,4,108,6.1,Matthew Broderick,8879,Lawrence Lasker,1987,0,North America,2.0794415416798357,1.791759469228055,Spring,310,0,0,1,1,7,4,11,4
311,12000000,Finnegan/Pinchuk Productions,USA,William Phelps,Action,3832228,North Shore,PG,8,96,6.5,Matt Adler,1903,William Phelps,1987,1,North America,0.6931471805599453,1.0986122886681098,Summer,311,0,0,1,1,1,1,1,1
312,12000000,7 Films Cinéma,France,Élie Chouraqui,Action,519596,Man on Fire,R,9,87,5.9,Scott Glenn,1340,A.J. Quinnell,1987,1,Western Europe,0.6931471805599453,0.6931471805599453,Fall,312,-2,-2,2,3,1,1,3,2
313,4000000,Cannon Films,USA,Ruggero Deodato,Fantasy,800000,The Barbarians,R,3,87,4.9,David Paul,2538,Alberto Piferi,1987,0,North America,0.6931471805599453,2.0794415416798357,Spring,313,0,0,1,1,1,1,1,1
314,55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,5,107,4.2,Warren Beatty,9094,Elaine May,1987,0,North America,0.6931471805599453,5.117993812416755,Spring,314,0,0,2,3,1,1,6,3
315,100000,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617,Hollywood Shuffle,R,3,78,7,Robert Townsend,3009,Robert Townsend,1987,0,North America,1.6094379124341003,0.6931471805599453,Spring,315,0,0,3,4,4,3,3,2
316,12000000,Marimark Productions,USA,Lawrence Bassoff,Comedy,1749956,Hunk,PG,3,102,4.6,John Allen Nelson,1042,Lawrence Bassoff,1987,1,North America,0.6931471805599453,0.6931471805599453,Spring,316,0,0,1,1,1,1,1,1
317,12000000,Filmhaus,USA,David Mamet,Crime,2585639,House of Games,R,10,102,7.3,Lindsay Crouse,17508,David Mamet,1987,1,North America,2.3978952727983707,0.6931471805599453,Fall,317,0,0,14,5,10,5,1,1
318,12000000,Not specified,USA,Peter Werner,Crime,2877571,No Man's Land,R,10,100,6.1,Charlie Sheen,3297,Dick Wolf,1987,1,North America,0.6931471805599453,2.8903717578961645,Fall,318,-1,-1,3,4,1,1,18,5
319,12000000,Trans World Entertainment (TWE),USA,David Keith,Sci-Fi,1930001,The Curse,R,9,92,4.9,Wil Wheaton,1762,David Chaskin,1987,1,North America,0.6931471805599453,1.6094379124341003,Fall,319,-1,-1,2,3,1,1,2,2
320,12000000,TriStar Pictures,USA,Peter Yates,Crime,18782400,Suspect,R,10,121,6.6,Cher,7506,Eric Roth,1987,1,North America,1.791759469228055,4.454347296253507,Fall,320,-1,-1,7,5,5,3,4,3
321,12000000,TriStar Pictures,USA,Christopher Cain,Action,19734940,The Principal,R,9,109,6.2,Jim Belushi,7311,Frank Deese,1987,1,North America,2.0794415416798357,4.454347296253507,Fall,321,0,0,2,3,7,4,9,4
322,12000000,Columbia Pictures Corporation,UK,John Boorman,Comedy,10021120,Hope and Glory,PG-13,2,113,7.4,Sarah Miles,10291,John Boorman,1987,1,Western Europe,1.791759469228055,5.117993812416755,Winter,322,4,4,2,3,5,3,2,2
323,12000000,Touchstone Pictures,USA,Arthur Hiller,Comedy,52864741,Outrageous Fortune,R,1,99,6.1,Shelley Long,6123,Leslie Dixon,1987,1,North America,2.0794415416798357,4.882801922586371,Winter,323,0,0,4,4,7,4,5,3
324,22000000,Carolco Entertainment,USA,Walter Hill,Action,11307844,Extreme Prejudice,R,4,96,6.6,Nick Nolte,4924,John Milius,1987,0,North America,2.5649493574615367,1.0986122886681098,Spring,324,0,0,2,3,12,5,15,4
325,350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,5,90,4.8,Michael Dudikoff,6565,Gary Conway,1987,0,North America,1.0986122886681098,2.4849066497880004,Spring,325,0,0,2,3,2,2,5,3
326,4000000,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358,Matewan,PG-13,6,135,7.9,Chris Cooper,6198,John Sayles,1987,0,North America,1.9459101490553132,1.0986122886681098,Summer,326,0,0,5,5,6,4,3,2
327,12000000,Vista Organization,USA,Bill Norton,Drama,1539000,Three for the Road,PG,5,88,5.3,Charlie Sheen,813,Richard Martini,1987,1,North America,0.6931471805599453,1.6094379124341003,Spring,327,0,0,1,1,1,1,18,5
328,24000000,Columbia Pictures,USA,Paul Weiland,Action,4916871,Leonard Part 6,PG,12,85,2.2,Bill Cosby,7387,Jonathan Reynolds,1987,0,North America,1.3862943611198906,4.6913478822291435,Winter,328,0,0,1,1,3,2,2,2
329,5000000,Golan-Globus Productions,USA,Jerry Schatzberg,Crime,1119112,Street Smart,R,3,97,6.4,Christopher Reeve,2096,David Freeman,1987,0,North America,0.6931471805599453,2.6390573296152584,Spring,329,1,1,1,1,1,1,4,3
330,12000000,Zenith Entertainment,UK,Stephen Frears,Biography,1654743,Prick Up Your Ears,R,5,105,7.4,Gary Oldman,4799,Alan Bennett,1987,1,Western Europe,2.8903717578961645,1.0986122886681098,Spring,330,-5,-5,4,4,17,5,11,4
331,9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,10,115,5.3,Christopher Lambert,3889,Mario Puzo,1987,0,North America,1.3862943611198906,2.1972245773362196,Fall,331,0,0,3,4,3,2,10,4
332,12000000,Clear Type,USA,Cheech Marin,Comedy,17355263,Born in East L.A.,R,8,85,5.9,Cheech Marin,4648,Cheech Marin,1987,1,North America,0.6931471805599453,0.6931471805599453,Summer,332,0,0,1,1,1,1,3,2
333,12000000,TAFT Entertainment Pictures,USA,Paul Schrader,Drama,10489617,Light of Day,PG-13,2,107,5.5,Michael J. Fox,2101,Paul Schrader,1987,1,North America,2.1972245773362196,0.6931471805599453,Winter,333,0,0,2,3,8,4,17,5
334,12000000,Per Holst Filmproduktion,Denmark,Bille August,Drama,2053931,Pelle the Conqueror,PG-13,12,157,7.9,Pelle Hvenegaard,8321,Martin Andersen Nexø,1987,1,Northern Europe,1.791759469228055,0.6931471805599453,Winter,334,0,0,1,1,5,3,1,1
335,12000000,Balcor Film Investors,USA,Bill Froehlich,Comedy,1189709,Return to Horror High,R,2,95,4.2,Lori Lethin,2337,Bill Froehlich,1987,1,North America,0.6931471805599453,1.791759469228055,Winter,335,0,0,1,1,1,1,1,1
336,12000000,Paramount Pictures,USA,Lyndall Hobbs,Comedy,13110903,Back to the Beach,PG,8,92,5.8,Frankie Avalon,2332,James Komack,1987,1,North America,0.6931471805599453,5.560681631015528,Summer,336,0,0,1,1,1,1,1,1
337,12000000,Vista Organization,USA,Robert Collector,Horror,1149470,Nightflyers,R,4,89,4,Catherine Mary Stewart,796,George R.R. Martin,1987,1,North America,0.6931471805599453,1.6094379124341003,Spring,337,0,0,1,1,1,1,1,1
338,12000000,Metro-Goldwyn-Mayer (MGM),USA,Tom Holland,Action,12046526,Fatal Beauty,R,10,104,5.3,Whoopi Goldberg,2652,Bill Svanoe,1987,1,North America,1.6094379124341003,4.624972813284271,Fall,338,0,0,1,1,4,3,12,4
339,12000000,Columbia Pictures Corporation,USA,Jeff Bleckner,Adventure,300859,White Water Summer,PG,7,90,6.2,Kevin Bacon,4353,Manya Starr,1987,1,North America,0.6931471805599453,5.117993812416755,Summer,339,0,0,1,1,1,1,18,5
340,12000000,Nelson Entertainment,USA,Lindsay Anderson,Drama,1338198,The Whales of August,NOT RATED,8,90,7.6,Bette Davis,3416,David Berry,1987,1,North America,0.6931471805599453,1.9459101490553132,Summer,340,0,0,1,1,1,1,2,2
341,7000000,De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,7019441,Hiding Out,PG-13,11,98,6.4,Jon Cryer,2584,Joe Menosky,1987,0,North America,0.6931471805599453,2.995732273553991,Fall,341,-1,-1,1,1,1,1,2,2
342,12000000,Kings Road Entertainment,USA,Jimmy Huston,Comedy,174380,My Best Friend Is a Vampire,PG,5,89,6.1,Robert Sean Leonard,2690,Tab Murphy,1987,1,North America,0.6931471805599453,2.3978952727983707,Spring,342,3,3,6,5,1,1,2,2
343,10000000,Orion Pictures,USA,Harley Cokeliss,Action,3060858,Malone,R,5,92,5.6,Burt Reynolds,1959,Christopher Frank,1987,0,North America,1.0986122886681098,3.713572066704308,Spring,343,0,0,1,1,2,2,6,3
344,12000000,RKO Pictures,USA,Steven Lisberger,Comedy,4215859,Hot Pursuit,PG-13,5,93,5.8,John Cusack,2768,Steven Lisberger,1987,1,North America,0.6931471805599453,1.3862943611198906,Spring,344,0,0,1,1,1,1,26,5
345,12000000,United Artists,USA,Dennis Feldman,Action,873903,Real Men,PG-13,9,85,6.2,Jim Belushi,3077,Dennis Feldman,1987,1,North America,0.6931471805599453,3.332204510175204,Fall,345,0,0,4,4,1,1,9,4
346,6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,9,107,6.4,Mickey Rourke,3731,Jack Higgins,1987,0,Western Europe,1.3862943611198906,1.9459101490553132,Fall,346,0,0,1,1,3,2,12,4
347,12000000,ML Delphi Premier Productions,USA,Francis Ford Coppola,Drama,5262047,Gardens of Stone,R,5,111,6.4,James Caan,4273,Nicholas Proffitt,1987,1,North America,2.302585092994046,0.6931471805599453,Spring,347,0,0,1,1,9,5,5,3
348,12000000,New World Pictures,USA,Gary Sherman,Action,7555000,Wanted: Dead or Alive,R,1,106,5.9,Rutger Hauer,3328,Michael Patrick Goodman,1987,1,North America,1.3862943611198906,2.0794415416798357,Winter,348,-2,-2,1,1,3,2,7,3
349,12000000,Bagdasarian Productions,USA,Janice Karman,Animation,6804312,The Chipmunk Adventure,G,5,100,7.2,Ross Bagdasarian Jr.,4383,Janice Karman,1987,1,North America,0.6931471805599453,0.6931471805599453,Spring,349,2,2,1,1,1,1,1,1
350,12000000,Kindred Limited Partnership,USA,Stephen Carpenter,Horror,2407024,The Kindred,R,5,91,5.5,Rod Steiger,1211,Stephen Carpenter,1987,1,North America,1.0986122886681098,0.6931471805599453,Spring,350,0,0,2,3,2,2,1,1
351,12000000,Lorimar Motion Pictures,USA,Alan Rudolph,Comedy,4572845,Made in Heaven,PG,11,100,6.5,Timothy Hutton,2691,Bruce A. Evans,1987,1,North America,2.0794415416798357,1.0986122886681098,Fall,351,2,2,3,4,7,4,4,3
352,12000000,Gladden Entertainment,USA,Emilio Estevez,Crime,5715174,Wisdom,R,1,109,5.7,Emilio Estevez,2659,Emilio Estevez,1987,1,North America,1.791759469228055,2.1972245773362196,Winter,352,0,0,4,4,5,3,11,4
353,5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,5,107,6.3,Sarah Miles,2171,James Fox,1987,0,Western Europe,1.9459101490553132,4.6913478822291435,Spring,353,-1,-1,1,1,6,4,2,2
354,10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,12,83,6.7,Elaine Stritch,7620,Woody Allen,1987,0,North America,3.5263605246161616,0.6931471805599453,Winter,354,0,0,32,5,33,5,1,1
355,12000000,Vestron Pictures,UK,John Huston,Drama,4370078,The Dead,PG,12,83,7.4,Anjelica Huston,5933,Tony Huston,1987,1,Western Europe,0.6931471805599453,1.791759469228055,Winter,355,-3,-3,1,1,1,1,6,3
356,3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,3,100,5,Patrick Swayze,3860,Doug Lefler,1987,0,North America,0.6931471805599453,0.6931471805599453,Spring,356,0,0,1,1,1,1,12,4
357,1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,12,102,5.9,Lane Smith,3019,Irwin Yablans,1987,0,North America,2.772588722239781,1.9459101490553132,Winter,357,-2,-2,1,1,15,5,1,1
358,25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,12,116,6.7,Barbra Streisand,4996,Tom Topor,1987,0,North America,1.0986122886681098,5.68697535633982,Winter,358,-3,-3,2,3,2,2,4,3
359,11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,3,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987,0,North America,2.9444389791664403,0.6931471805599453,Spring,359,0,0,5,5,18,5,13,4
360,12000000,Cannon Group,USA,Lionel Chetwynd,Drama,760000,The Hanoi Hilton,R,5,125,6,Michael Moriarty,763,Lionel Chetwynd,1987,1,North America,0.6931471805599453,2.4849066497880004,Spring,360,0,0,1,1,1,1,2,2
361,7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,10,97,6.3,Michael Biehn,1625,William P. Wood,1987,0,North America,2.1972245773362196,2.995732273553991,Fall,361,0,0,1,1,8,4,4,3
362,12000000,Albacore Productions Inc.,USA,Ben Bolt,Drama,1733017,The Big Town,R,9,109,5.9,Matt Dillon,1483,Clark Howard,1987,1,North America,0.6931471805599453,0.6931471805599453,Fall,362,1,1,1,1,1,1,8,3
363,12000000,Channel Four Films,UK,David Leland,Comedy,3283832,Wish You Were Here,R,7,88,6.8,Emily Lloyd,2212,David Leland,1987,1,Western Europe,1.3862943611198906,3.332204510175204,Summer,363,1,1,2,3,3,2,3,2
364,12000000,Aurora Productions LLC,USA,Tamar Simon Hoffs,Comedy,2700000,The Allnighter,PG-13,5,108,4,Susanna Hoffs,904,Tamar Simon Hoffs,1987,1,North America,0.6931471805599453,1.3862943611198906,Spring,364,0,0,1,1,1,1,1,1
365,12000000,Callender Company,UK,Peter Greenaway,Drama,287725,The Belly of an Architect,R,10,119,7,Brian Dennehy,4517,Peter Greenaway,1987,1,Western Europe,1.9459101490553132,0.6931471805599453,Fall,365,0,0,4,4,6,4,2,2
366,12000000,Hemdale,USA,John Flynn,Action,4278150,Best Seller,R,9,95,6.5,James Woods,3752,Larry Cohen,1987,1,North America,1.6094379124341003,2.3978952727983707,Fall,366,3,3,8,5,4,3,8,3
367,12000000,Lorimar Motion Pictures,USA,Mary Lambert,Drama,700000,Siesta,R,11,100,5.6,Ellen Barkin,1844,Patrice Chaplin,1987,1,North America,1.6094379124341003,1.0986122886681098,Fall,367,0,0,1,1,4,3,4,3
368,12000000,Great American Films Limited Partnership,USA,Michael Hoffman,Drama,316199,Promised Land,R,1,102,5.7,Jason Gedrick,1052,Michael Hoffman,1987,1,North America,2.302585092994046,1.6094379124341003,Winter,368,1,1,2,3,9,5,2,2
369,12000000,De Laurentiis Entertainment Group (DEG),USA,Curtis Hanson,Crime,12640385,The Bedroom Window,R,1,112,6.4,Steve Guttenberg,3650,Anne Holden,1987,1,North America,2.302585092994046,2.995732273553991,Winter,369,0,0,1,1,9,5,6,3
370,12000000,Excelsior Film-TV,Italy,Nikita Mikhalkov,Comedy,2201428,Dark Eyes,Not specified,11,117,7.6,Marcello Mastroianni,2421,Aleksandr Adabashyan,1987,1,Western Europe,1.0986122886681098,0.6931471805599453,Fall,370,0,0,1,1,2,2,3,2
371,3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,7,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987,0,North America,1.0986122886681098,1.6094379124341003,Summer,371,0,0,3,4,2,2,4,3
372,12000000,Island Pictures,USA,Daniel Petrie,Drama,225358,Square Dance,PG-13,1,112,6.1,Jason Robards,730,Alan Hines,1987,1,North America,1.6094379124341003,1.791759469228055,Winter,372,0,0,1,1,4,3,1,1
373,1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,6,100,5.8,Sy Richardson,1924,Alex Cox,1987,0,Western Europe,1.3862943611198906,0.6931471805599453,Summer,373,-3,-3,2,3,3,2,1,1
