X,budget,company,country,director,genre,gross,name,rating,release_month,runtime,score,star,votes,writer,year,budget_missing,region,direc_freq,comp_freq,season,id,afinn_score,sentiment_best,writer_count,writer_popularity,director_count,director_popularity,star_count,star_popularity
1,8000000,Columbia Pictures Corporation,USA,Rob Reiner,Adventure,52287414,Stand by Me,R,8,89,8.1,Wil Wheaton,299174,Stephen King,1986,0,North America,2.772588722239781,5.117993812416755,Summer,1,0,0,22,5,15,5,2,2
2,6000000,Paramount Pictures,USA,John Hughes,Comedy,70136369,Ferris Bueller's Day Off,PG-13,6,103,7.8,Matthew Broderick,264740,John Hughes,1986,0,North America,1.791759469228055,5.560681631015528,Summer,2,0,0,18,5,5,3,11,4
3,15000000,Paramount Pictures,USA,Tony Scott,Action,179800601,Top Gun,PG,5,110,6.9,Tom Cruise,236909,Jim Cash,1986,0,North America,2.772588722239781,5.560681631015528,Spring,3,1,1,2,3,15,5,27,5
4,18500000,Twentieth Century Fox Film Corporation,USA,James Cameron,Action,85160248,Aliens,R,7,137,8.4,Sigourney Weaver,540152,James Cameron,1986,0,North America,1.9459101490553132,5.327876168789581,Summer,4,0,0,7,5,6,4,12,4
5,9000000,Walt Disney Pictures,USA,Randal Kleiser,Adventure,18564613,Flight of the Navigator,PG,8,90,6.9,Joey Cramer,36636,Mark H. Baker,1986,0,North America,2.0794415416798357,4.634728988229636,Summer,5,0,0,1,1,7,4,1,1
6,6000000,Hemdale,UK,Oliver Stone,Drama,138530565,Platoon,R,2,120,8.1,Charlie Sheen,317585,Oliver Stone,1986,0,Western Europe,2.8903717578961645,2.3978952727983707,Winter,6,0,0,3,4,17,5,18,5
7,25000000,Henson Associates (HA),UK,Jim Henson,Adventure,12729917,Labyrinth,PG,6,101,7.4,David Bowie,102879,Dennis Lee,1986,0,Western Europe,0.6931471805599453,0.6931471805599453,Summer,7,0,0,1,1,1,1,1,1
8,6000000,De Laurentiis Entertainment Group (DEG),USA,David Lynch,Drama,8551228,Blue Velvet,R,10,120,7.8,Isabella Rossellini,146768,David Lynch,1986,0,North America,2.0794415416798357,2.995732273553991,Fall,8,0,0,5,5,7,4,2,2
9,9000000,Paramount Pictures,USA,Howard Deutch,Comedy,40471663,Pretty in Pink,PG-13,2,96,6.8,Molly Ringwald,60565,John Hughes,1986,0,North America,2.3978952727983707,5.560681631015528,Winter,9,1,1,18,5,10,5,4,2
10,15000000,SLM Production Group,USA,David Cronenberg,Drama,40456565,The Fly,R,8,96,7.5,Jeff Goldblum,129698,George Langelaan,1986,0,North America,2.5649493574615367,0.6931471805599453,Summer,10,0,0,1,1,12,5,4,2
11,8800000,Rimfire Films,Australia,Peter Faiman,Adventure,174635000,Crocodile Dundee,PG-13,9,97,6.5,Paul Hogan,79465,Ken Shadie,1986,0,Oceania,1.0986122886681098,0.6931471805599453,Fall,11,0,0,1,1,2,2,6,3
12,16000000,Thorn EMI Screen Entertainment,UK,Russell Mulcahy,Action,5900000,Highlander,R,3,116,7.2,Christopher Lambert,104860,Gregory Widen,1986,0,Western Europe,1.9459101490553132,1.0986122886681098,Spring,12,0,0,6,5,6,4,10,4
13,6000000,Twentieth Century Fox Film Corporation,USA,David Seltzer,Comedy,8200000,Lucas,PG-13,3,100,6.8,Corey Haim,12228,David Seltzer,1986,0,North America,1.3862943611198906,5.327876168789581,Spring,13,0,0,3,4,3,2,3,2
14,25000000,Twentieth Century Fox Film Corporation,USA,John Carpenter,Action,11100000,Big Trouble in Little China,PG-13,7,99,7.3,Kurt Russell,101678,Gary Goldman,1986,0,North America,2.302585092994046,5.327876168789581,Summer,14,-1,-1,2,3,9,5,18,5
15,15000000,De Laurentiis Entertainment Group (DEG),USA,Michael Mann,Crime,8620929,Manhunter,R,8,120,7.2,William Petersen,54000,Thomas Harris,1986,0,North America,2.302585092994046,2.995732273553991,Summer,15,0,0,5,5,9,5,1,1
16,17000000,Producers Sales Organization (PSO),USA,Adrian Lyne,Drama,6734844,9? Weeks,R,2,117,5.9,Mickey Rourke,31798,Elizabeth McNeill,1986,0,North America,1.9459101490553132,1.0986122886681098,Winter,16,0,-0.5,1,1,6,4,12,4
17,10000000,De Laurentiis Entertainment Group (DEG),USA,Stephen King,Action,7433663,Maximum Overdrive,R,7,98,5.4,Emilio Estevez,24881,Stephen King,1986,0,North America,0.6931471805599453,2.995732273553991,Summer,17,0,0,22,5,1,1,11,4
18,25000000,"Geffen Company, The",USA,Frank Oz,Comedy,38747385,Little Shop of Horrors,PG-13,12,94,6.9,Rick Moranis,53327,Howard Ashman,1986,0,North America,2.3978952727983707,1.3862943611198906,Winter,18,0,0,1,1,10,5,4,3
19,2700000,New Century Entertainment Corporation,USA,Mike Marvin,Action,3500000,The Wraith,PG-13,11,93,5.9,Charlie Sheen,11635,Mike Marvin,1986,0,North America,0.6931471805599453,1.3862943611198906,Fall,19,0,0,1,1,1,1,18,5
20,35000000,Universal Pictures,USA,Willard Huyck,Action,16295774,Howard the Duck,PG,8,110,4.6,Lea Thompson,36020,Steve Gerber,1986,0,North America,0.6931471805599453,5.713732805509369,Summer,20,0,0,2,3,1,1,2,2
21,2000000,New Line Cinema,USA,Stephen Herek,Action,13167232,Critters,PG-13,4,82,6,Dee Wallace,25517,Domonic Muir,1986,0,North America,2.4849066497880004,5.153291594497779,Spring,21,0,0,1,1,11,5,1,1
22,11000000,Orion Pictures,USA,Alan Metter,Comedy,91258000,Back to School,PG-13,6,96,6.6,Rodney Dangerfield,23120,Rodney Dangerfield,1986,0,North America,1.3862943611198906,3.713572066704308,Summer,22,0,0,1,1,3,2,2,2
23,4700000,Cannon Films,USA,Tobe Hooper,Comedy,8025872,The Texas Chainsaw Massacre 2,UNRATED,8,89,5.6,Dennis Hopper,21253,L.M. Kit Carson,1986,0,North America,1.3862943611198906,2.0794415416798357,Summer,23,0,0,1,1,3,2,3,2
24,15000000,Jay Weston Productions,USA,Clint Eastwood,Action,42724017,Heartbreak Ridge,R,12,130,6.8,Clint Eastwood,32954,James Carabatsos,1986,0,North America,3.2188758248682006,0.6931471805599453,Winter,24,0,0,3,4,24,5,14,4
25,25000000,Paramount Pictures,USA,Leonard Nimoy,Adventure,109713132,Star Trek IV: The Voyage Home,PG,11,119,7.3,William Shatner,66366,Gene Roddenberry,1986,0,North America,1.791759469228055,5.560681631015528,Fall,25,0,0,7,5,5,3,3,2
26,12000000,TriStar Pictures,USA,John Badham,Comedy,40697761,Short Circuit,PG,5,98,6.6,Ally Sheedy,47068,S.S. Wilson,1986,1,North America,2.1972245773362196,4.454347296253507,Spring,26,0,0,2,3,8,4,4,3
27,12000000,Neue Constantin Film,Italy,Jean-Jacques Annaud,Crime,7153487,The Name of the Rose,R,9,130,7.8,Sean Connery,86991,Umberto Eco,1986,1,Western Europe,2.0794415416798357,1.0986122886681098,Fall,27,0,0,1,1,7,4,13,4
28,12000000,TriStar Pictures,USA,Sidney J. Furie,Action,24159872,Iron Eagle,PG-13,1,117,5.3,Louis Gossett Jr.,11304,Kevin Alyn Elders,1986,1,North America,1.791759469228055,4.454347296253507,Winter,28,0,0,3,4,5,3,3,2
29,25000000,Paramount Pictures,USA,Michael Ritchie,Action,79817937,The Golden Child,PG-13,12,94,5.9,Eddie Murphy,42997,Dennis Feldman,1986,0,North America,2.302585092994046,5.560681631015528,Winter,29,0,0,4,4,9,5,25,5
30,1900000,Hemdale,USA,Tim Hunter,Crime,4600000,River's Edge,R,5,99,7.1,Crispin Glover,12862,Neal Jimenez,1986,0,North America,1.0986122886681098,2.3978952727983707,Spring,30,0,0,4,4,2,2,2,2
31,25000000,L.A. Films,USA,John Landis,Comedy,39246734,!Three Amigos!,PG,12,104,6.4,Steve Martin,57406,Steve Martin,1986,0,North America,2.1972245773362196,0.6931471805599453,Winter,31,0,1,4,4,8,4,24,5
32,25000000,Warner Bros.,USA,George P. Cosmatos,Action,49042224,Cobra,R,5,87,5.7,Sylvester Stallone,54851,Paula Gosling,1986,0,North America,1.6094379124341003,5.68697535633982,Spring,32,0,0,2,3,4,3,25,5
33,12000000,Gaumont,France,Jean-Jacques Beineix,Drama,2003822,Betty Blue,Not specified,11,120,7.4,Jean-Hugues Anglade,14562,Philippe Djian,1986,1,Western Europe,0.6931471805599453,2.8903717578961645,Fall,33,0,0,1,1,1,1,1,1
34,24500000,Warner Bros.,UK,Roland Joffé,Adventure,17218023,The Mission,PG,10,125,7.5,Robert De Niro,47497,Robert Bolt,1986,0,Western Europe,2.0794415416798357,5.68697535633982,Fall,34,0,0,1,1,7,4,38,5
35,13800000,Touchstone Pictures,USA,Martin Scorsese,Drama,52293982,The Color of Money,R,10,119,7,Paul Newman,62495,Walter Tevis,1986,0,North America,2.772588722239781,4.882801922586371,Fall,35,0,0,1,1,15,5,7,3
36,12000000,Columbia Pictures Corporation,USA,John G. Avildsen,Action,115103979,The Karate Kid Part II,PG,6,113,5.9,Pat Morita,58370,Robert Mark Kamen,1986,1,North America,2.0794415416798357,5.117993812416755,Summer,36,0,0,4,4,7,4,2,2
37,12000000,Lorimar Productions,USA,Nick Castle,Drama,7177431,The Boy Who Could Fly,PG,9,114,6.5,Lucy Deakins,4623,Nick Castle,1986,1,North America,1.791759469228055,1.3862943611198906,Fall,37,0,0,3,4,5,3,1,1
38,6000000,HBO Films,USA,Robert Harmon,Thriller,5844868,The Hitcher,R,2,97,7.3,Rutger Hauer,36191,Eric Red,1986,0,North America,1.6094379124341003,1.9459101490553132,Winter,38,0,0,2,3,4,3,7,3
39,10000000,Amblin Entertainment,USA,Richard Benjamin,Comedy,37499651,The Money Pit,PG,3,91,6.3,Tom Hanks,41278,David Giler,1986,0,North America,2.1972245773362196,2.302585092994046,Spring,39,0,0,2,3,8,4,35,5
40,3000000,Paramount Pictures,USA,Tom McLoughlin,Horror,19472057,Jason Lives: Friday the 13th Part VI,R,8,86,5.9,Thom Mathews,28310,Tom McLoughlin,1986,0,North America,1.0986122886681098,5.560681631015528,Summer,40,0,0,2,3,2,2,1,1
41,25000000,The Saul Zaentz Company,USA,Peter Weir,Adventure,14302779,The Mosquito Coast,PG,11,117,6.6,Harrison Ford,23076,Paul Theroux,1986,0,North America,2.0794415416798357,1.6094379124341003,Fall,41,0,0,1,1,7,4,20,5
42,12000000,Universal Pictures,USA,Don Bluth,Animation,47483002,An American Tail,G,11,80,6.9,Dom DeLuise,41004,Judy Freudberg,1986,1,North America,2.302585092994046,5.713732805509369,Fall,42,0,0,1,1,9,5,3,2
43,4000000,Initial Pictures,UK,Alex Cox,Biography,2826523,Sid and Nancy,R,11,112,7.1,Gary Oldman,25032,Alex Cox,1986,0,Western Europe,1.3862943611198906,0.6931471805599453,Fall,43,0,0,2,3,3,2,11,4
44,10000000,De Laurentiis Entertainment Group (DEG),USA,John Guillermin,Action,4711220,King Kong Lives,PG-13,12,105,3.8,Brian Kerwin,4401,Ronald Shusett,1986,0,North America,0.6931471805599453,2.995732273553991,Winter,44,0,0,1,1,1,1,1,1
45,4500000,Empire Pictures,USA,Stuart Gordon,Horror,1261000,From Beyond,R,10,86,6.7,Jeffrey Combs,16636,H.P. Lovecraft,1986,0,North America,1.6094379124341003,1.9459101490553132,Fall,45,0,0,1,1,4,3,1,1
46,18000000,TriStar Pictures,USA,Francis Ford Coppola,Comedy,41382841,Peggy Sue Got Married,PG-13,10,103,6.3,Kathleen Turner,28529,Jerry Leichtling,1986,0,North America,2.302585092994046,4.454347296253507,Fall,46,0,0,1,1,9,5,8,3
47,19000000,Freddie Fields Productions,USA,Brian Gibson,Horror,40996665,Poltergeist II: The Other Side,PG-13,5,91,5.7,JoBeth Williams,20669,Mark Victor,1986,0,North America,1.6094379124341003,0.6931471805599453,Spring,47,0,0,1,1,4,3,1,1
48,1100000,Empire Pictures,USA,John Carl Buechler,Comedy,5450815,Troll,PG-13,1,82,4.3,Michael Moriarty,7569,Ed Naha,1986,0,North America,1.0986122886681098,1.9459101490553132,Winter,48,0,0,1,1,2,2,2,2
49,12000000,Metro-Goldwyn-Mayer (MGM),USA,Peter Hyams,Action,38500726,Running Scared,R,6,107,6.5,Gregory Hines,9344,Gary DeVore,1986,1,North America,2.4849066497880004,4.624972813284271,Summer,49,-2,-2,1,1,11,5,3,2
50,12000000,Hawn / Sylbert Movie Company,USA,Michael Ritchie,Comedy,26285544,Wildcats,R,2,106,5.9,Goldie Hawn,10239,Ezra Sacks,1986,1,North America,2.302585092994046,1.791759469228055,Winter,50,0,0,1,1,9,5,5,3
51,111000,Maljack Productions,USA,John McNaughton,Biography,609939,Henry: Portrait of a Serial Killer,UNRATED,9,83,7,Michael Rooker,25367,Richard Fire,1986,0,North America,1.3862943611198906,0.6931471805599453,Fall,51,0,0,1,1,3,2,1,1
52,18000000,ABC Motion Pictures,USA,Harry Winer,Adventure,9697739,SpaceCamp,PG,6,107,5.6,Kate Capshaw,11484,Clifford Green,1986,0,North America,1.0986122886681098,0.6931471805599453,Summer,52,0,0,3,4,2,2,2,2
53,6400000,Orion Pictures,USA,Woody Allen,Comedy,40084041,Hannah and Her Sisters,PG-13,3,107,8,Mia Farrow,56988,Woody Allen,1986,0,North America,3.5263605246161616,3.713572066704308,Spring,53,0,0,32,5,33,5,3,2
54,14000000,Walt Disney Pictures,USA,Ron Clements,Animation,38600000,The Great Mouse Detective,G,7,74,7.2,Vincent Price,36539,Peter Young,1986,0,North America,2.0794415416798357,4.634728988229636,Summer,54,3,3,1,1,7,4,3,2
55,8500000,De Laurentiis Entertainment Group (DEG),USA,John Irvin,Action,16209459,Raw Deal,R,6,106,5.5,Arnold Schwarzenegger,24851,Luciano Vincenzoni,1986,0,North America,1.791759469228055,2.995732273553991,Summer,55,0,0,1,1,5,3,22,5
56,6000000,Sunbow Productions,USA,Nelson Shin,Animation,5849647,The Transformers: The Movie,PG,8,84,7.3,Orson Welles,33609,Ron Friedman,1986,0,North America,0.6931471805599453,1.0986122886681098,Summer,56,0,0,1,1,1,1,1,1
57,12000000,TaliaFilm II Productions,USA,Hal Needham,Drama,2015882,Rad,PG,3,91,7.2,Bart Conner,4039,Sam Bernard,1986,1,North America,1.0986122886681098,0.6931471805599453,Spring,57,0,0,1,1,2,2,1,1
58,5000000,TriStar Pictures,USA,Fred Dekker,Comedy,591366,Night of the Creeps,R,8,88,6.8,Jason Lively,16077,Fred Dekker,1986,0,North America,1.3862943611198906,4.454347296253507,Summer,58,0,0,4,4,3,2,1,1
59,12000000,Cannon Pictures,USA,Tobe Hooper,Horror,4884663,Invaders from Mars,PG,6,100,5.5,Karen Black,5878,Richard Blake,1986,0,North America,1.3862943611198906,1.6094379124341003,Summer,59,0,0,1,1,3,2,1,1
60,12000000,Columbia Pictures Corporation,USA,Walter Hill,Drama,5839031,Crossroads,R,3,99,7.1,Ralph Macchio,11415,John Fusco,1986,1,North America,2.5649493574615367,5.117993812416755,Spring,60,0,0,8,5,12,5,2,2
61,6000000,De Haven Productions,UK,David Anspaugh,Drama,28607524,Hoosiers,PG,2,114,7.6,Gene Hackman,36604,Angelo Pizzo,1986,0,Western Europe,1.6094379124341003,0.6931471805599453,Winter,61,0,0,2,3,4,3,14,4
62,12000000,Svenska Filminstitutet (SFI),Sweden,Andrei Tarkovsky,Drama,300653,Sacrifice,PG,11,149,8.1,Erland Josephson,16571,Andrei Tarkovsky,1986,1,Northern Europe,0.6931471805599453,0.6931471805599453,Fall,62,0,0,1,1,1,1,1,1
63,6500000,Cinema '85,USA,James Foley,Crime,2347000,At Close Range,R,4,111,7,Sean Penn,11607,Elliott Lewitt,1986,0,North America,2.3978952727983707,0.6931471805599453,Spring,63,0,0,1,1,10,5,16,5
64,12000000,Blueline Productions,USA,Peter Markle,Drama,15448384,Youngblood,R,1,110,6.1,Rob Lowe,10412,Peter Markle,1986,1,North America,1.3862943611198906,0.6931471805599453,Winter,64,0,0,1,1,3,2,6,3
65,12000000,Seasonal Film Corporation,USA,Corey Yuen,Action,4662137,"No Retreat, No Surrender",PG,5,85,5.6,Kurt McKinney,12803,See-Yuen Ng,1986,1,North America,1.6094379124341003,1.0986122886681098,Spring,65,-3,-3,1,1,4,3,1,1
66,12000000,Universal Pictures,USA,Anthony Perkins,Horror,14481606,Psicosis III,R,7,93,5.3,Anthony Perkins,10022,Charles Edward Pogue,1986,1,North America,0.6931471805599453,5.713732805509369,Summer,66,0,0,2,3,1,1,2,2
67,20000000,Paramount Pictures,USA,Mike Nichols,Comedy,25314289,Heartburn,R,7,108,6.1,Meryl Streep,7570,Nora Ephron,1986,0,North America,2.4849066497880004,5.560681631015528,Summer,67,0,0,7,5,11,5,20,5
68,15000000,Warner Bros.,USA,Michael Chapman,Adventure,1953732,The Clan of the Cave Bear,R,1,98,5.3,Daryl Hannah,5340,Jean M. Auel,1986,0,North America,0.6931471805599453,5.68697535633982,Winter,68,0,0,1,1,1,1,1,1
69,12000000,Golan-Globus Productions,USA,Menahem Golan,Action,17768900,The Delta Force,R,2,125,5.6,Chuck Norris,15819,James Bruner,1986,0,North America,1.0986122886681098,2.6390573296152584,Winter,69,0,0,2,3,2,2,8,3
70,12000000,Warner Bros.,USA,Wes Craven,Drama,8988731,Deadly Friend,R,10,91,5.5,Matthew Labyorteaux,5419,Diana Henstell,1986,1,North America,2.70805020110221,5.68697535633982,Fall,70,0,0,1,1,14,5,1,1
71,12000000,TriStar Pictures,USA,Edward Zwick,Comedy,38702310,About Last Night...,R,7,113,6.2,Rob Lowe,12307,David Mamet,1986,1,North America,2.5649493574615367,4.454347296253507,Summer,71,0,0,14,5,12,5,6,3
72,12000000,Balcor Film Investors,USA,Steve Miner,Comedy,27820000,Soul Man,PG-13,10,104,5.2,C. Thomas Howell,6440,Carol Black,1986,1,North America,2.1972245773362196,1.791759469228055,Fall,72,0,0,1,1,8,4,3,2
73,12000000,A&M; Films,USA,Savage Steve Holland,Comedy,13431806,One Crazy Summer,PG,8,93,6.4,John Cusack,11581,Savage Steve Holland,1986,1,North America,1.0986122886681098,2.1972245773362196,Summer,73,-2,-2,1,1,2,2,26,5
74,12000000,De Laurentiis Entertainment Group (DEG),USA,Charles Martin Smith,Comedy,6797218,Trick or Treat,R,10,98,5.8,Marc Price,4585,Rhet Topham,1986,1,North America,1.6094379124341003,2.995732273553991,Fall,74,0,0,1,1,4,3,1,1
75,18000000,Paramount Pictures,USA,Ron Howard,Comedy,36611610,Gung Ho,PG-13,3,112,6.2,Michael Keaton,9965,Edwin Blum,1986,0,North America,3.044522437723423,5.560681631015528,Spring,75,0,0,1,1,20,5,18,5
76,12000000,American Filmworks,USA,Sidney Lumet,Crime,25147055,The Morning After,R,12,103,6,Jane Fonda,4943,James Cresson,1986,1,North America,2.4849066497880004,0.6931471805599453,Winter,76,0,0,3,4,11,5,5,3
77,12000000,Police Academy Productions,USA,Jerry Paris,Comedy,43579163,Police Academy 3: Back in Training,PG,3,83,5.2,Steve Guttenberg,35443,Neal Israel,1986,1,North America,0.6931471805599453,0.6931471805599453,Spring,77,0,0,5,5,1,1,6,3
78,175000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,7137502,She's Gotta Have It,R,8,84,6.6,Tracy Camilla Johns,5257,Spike Lee,1986,0,North America,2.9444389791664403,2.3978952727983707,Summer,78,0,0,8,5,18,5,1,1
79,12000000,Touchstone Pictures,USA,Jim Abrahams,Comedy,71624879,Ruthless People,R,6,93,6.9,Bette Midler,22554,Dale Launer,1986,1,North America,1.9459101490553132,4.882801922586371,Summer,79,0,0,5,5,6,4,8,3
80,8700000,Delphi V Productions,USA,Paul Michael Glaser,Action,4865912,Band of the Hand,R,4,109,6.3,Stephen Lang,2297,Leo Garen,1986,0,North America,1.791759469228055,1.3862943611198906,Spring,80,0,0,1,1,5,3,4,3
81,12000000,Cannon Group,USA,John Frankenheimer,Crime,5186646,52 Pick-Up,R,11,110,6.4,Roy Scheider,3866,Elmore Leonard,1986,1,North America,2.0794415416798357,2.4849066497880004,Fall,81,0,0,5,5,7,4,3,2
82,12000000,Paramount Pictures,USA,Randa Haines,Drama,31853080,Children of a Lesser God,R,10,119,7.2,William Hurt,12538,Mark Medoff,1986,1,North America,1.6094379124341003,5.560681631015528,Fall,82,1,1,1,1,4,3,6,3
83,12000000,Columbia Pictures Corporation,USA,Mark L. Lester,Action,15945534,Armed and Dangerous,PG-13,8,88,5.6,John Candy,9040,Brian Grazer,1986,0,North America,1.3862943611198906,5.117993812416755,Summer,83,0,0,1,1,3,2,9,4
84,1100000,Black Snake,USA,Jim Jarmusch,Comedy,1436000,Down by Law,R,10,107,7.8,Tom Waits,39456,Jim Jarmusch,1986,0,North America,2.3978952727983707,0.6931471805599453,Fall,84,0,0,10,5,10,5,1,1
85,10000000,Orion Pictures,USA,Robert Mandel,Action,20603715,F/X,R,2,109,6.7,Bryan Brown,14502,Robert T. Megginson,1986,0,North America,1.791759469228055,3.713572066704308,Winter,85,0,0,2,3,5,3,3,2
86,12000000,Fuji Television Network,Japan,Masanori Hata,Adventure,13245219,The Adventures of Milo and Otis,G,8,90,7.1,Kyôko Koizumi,9178,Masanori Hata,1986,1,East Asia,0.6931471805599453,0.6931471805599453,Summer,86,2,2,1,1,1,1,1,1
87,12000000,Religioso Primitiva,USA,Jonathan Demme,Comedy,8362969,Something Wild,R,11,114,6.9,Jeff Daniels,13186,E. Max Frye,1986,1,North America,2.3978952727983707,0.6931471805599453,Fall,87,0,0,4,4,10,5,4,3
88,18000000,Gladden Entertainment,USA,Marshall Brickman,Sci-Fi,3900000,The Manhattan Project,PG-13,6,117,6.1,John Lithgow,4666,Marshall Brickman,1986,0,North America,0.6931471805599453,2.1972245773362196,Summer,88,0,0,2,3,1,1,4,3
89,5000000,Paramount Pictures,USA,Fred Walton,Horror,12947763,April Fool's Day,R,3,89,6.2,Deborah Foreman,11458,Danilo Bach,1986,0,North America,1.0986122886681098,5.560681631015528,Spring,89,0,0,3,4,2,2,2,2
90,25000000,Brooksfilms,USA,Alan Johnson,Action,1579260,Solarbabies,PG-13,11,94,4.8,Richard Jordan,3397,Walon Green,1986,0,North America,0.6931471805599453,1.9459101490553132,Fall,90,0,0,1,1,1,1,1,1
91,12000000,Kings Road Entertainment,USA,Jim McBride,Comedy,17685307,The Big Easy,R,8,102,6.6,Dennis Quaid,10022,Daniel Petrie Jr.,1986,1,North America,1.0986122886681098,2.3978952727983707,Summer,91,2,2,1,1,2,2,20,5
92,12000000,Lawrence Gordon Productions,USA,Penny Marshall,Comedy,25587804,Jumpin' Jack Flash,R,10,105,5.8,Whoopi Goldberg,15703,David Franzoni,1986,1,North America,2.0794415416798357,0.6931471805599453,Fall,92,0,0,4,4,7,4,12,4
93,40000000,Carthago Films S.a.r.l.,France,Roman Polanski,Adventure,1641825,Piratas,PG-13,7,121,6.1,Walter Matthau,6596,John Brownjohn,1986,0,Western Europe,2.3978952727983707,0.6931471805599453,Summer,93,0,0,1,1,10,5,3,2
94,12000000,Meltdown Productions,UK,Jimmy T. Murakami,Animation,5274,When the Wind Blows,Not specified,3,80,7.8,Peggy Ashcroft,7900,Raymond Briggs,1986,1,Western Europe,0.6931471805599453,0.6931471805599453,Spring,94,0,0,1,1,1,1,1,1
95,10000000,Touchstone Pictures,USA,Jeff Kanew,Comedy,21458229,Tough Guys,PG,10,104,6.2,Burt Lancaster,5584,James Orr,1986,0,North America,1.3862943611198906,4.882801922586371,Fall,95,0,0,2,3,3,2,2,2
96,12000000,Compañía Iberoamericana de TV,Spain,Pedro Almodóvar,Drama,206952,Matador,NC-17,3,110,7,Assumpta Serna,8959,Pedro Almodóvar,1986,1,Western Europe,2.70805020110221,0.6931471805599453,Spring,96,0,0,13,5,14,5,2,2
97,12000000,New World Pictures,USA,Harley Cokeliss,Action,6637565,Black Moon Rising,R,1,100,5.4,Tommy Lee Jones,4045,John Carpenter,1986,1,North America,1.0986122886681098,2.0794415416798357,Winter,97,0,0,5,5,2,2,14,4
98,12000000,Cinema Group Ventures,USA,Roger Spottiswoode,Comedy,7790931,The Best of Times,PG-13,1,104,5.9,Robin Williams,5523,Ron Shelton,1986,0,North America,2.1972245773362196,1.0986122886681098,Winter,98,3,3,5,5,8,4,25,5
99,2000000,Paragon Arts International,UK,Kevin Tenney,Horror,7369373,Witchboard,R,3,98,5.7,Todd Allen,4744,Kevin Tenney,1986,0,Western Europe,1.3862943611198906,0.6931471805599453,Spring,99,0,0,2,3,3,2,1,1
100,14000000,Touchstone Pictures,USA,Paul Mazursky,Comedy,62134225,Down and Out in Beverly Hills,R,1,103,6.1,Nick Nolte,13569,René Fauchois,1986,0,North America,1.6094379124341003,4.882801922586371,Winter,100,0,0,1,1,4,3,15,4
101,8500000,Capital Equipment Leasing,UK,Trevor Nunn,Biography,277646,Lady Jane,PG-13,2,136,7.2,Helena Bonham Carter,5364,Chris Bryant,1986,0,Western Europe,1.0986122886681098,0.6931471805599453,Winter,101,0,0,1,1,2,2,4,3
102,12000000,Columbia Pictures Corporation,USA,Thomas Michael Donnelly,Crime,7634909,Quicksilver,PG,2,105,5.6,Kevin Bacon,3720,Thomas Michael Donnelly,1986,1,North America,0.6931471805599453,5.117993812416755,Winter,102,0,0,1,1,1,1,18,5
103,12000000,Sunbow Productions,USA,Mike Joens,Animation,5958456,My Little Pony: The Movie,G,6,86,6,Danny DeVito,2125,George Arthur Bloom,1986,1,North America,0.6931471805599453,1.0986122886681098,Summer,103,0,0,1,1,1,1,8,3
104,12000000,Virgin Vision,UK,Ken Russell,Horror,916172,Gothic,R,4,87,5.7,Gabriel Byrne,5843,Lord Byron,1986,1,Western Europe,1.791759469228055,1.0986122886681098,Spring,104,0,0,2,3,5,3,7,3
105,18000000,Producers Sales Organization (PSO),USA,Hal Ashby,Action,1305114,8 Million Ways to Die,R,4,115,5.7,Jeff Bridges,3607,Lawrence Block,1986,0,North America,0.6931471805599453,1.0986122886681098,Spring,105,-3,-3,3,4,1,1,21,5
106,12000000,TriStar Pictures,USA,Richard Pearce,Crime,12303904,No Mercy,R,12,106,5.7,Richard Gere,5564,James Carabatsos,1986,1,North America,1.3862943611198906,4.454347296253507,Winter,106,1,1,3,4,3,2,20,5
107,12000000,Orion Pictures,USA,Gene Wilder,Comedy,8033397,Haunted Honeymoon,PG,7,82,5.6,Gene Wilder,5549,Gene Wilder,1986,1,North America,0.6931471805599453,3.713572066704308,Summer,107,-2,-2,1,1,1,1,2,2
108,12000000,Empire Pictures,USA,Ted Nicolaou,Comedy,320256,TerrorVision,R,2,83,5.7,Diane Franklin,4620,Ted Nicolaou,1986,1,North America,0.6931471805599453,1.9459101490553132,Winter,108,0,0,1,1,1,1,1,1
109,12000000,Golan-Globus Productions,USA,Gary Nelson,Action,3751699,Allan Quatermain and the Lost City of Gold,PG,1,99,4.4,Richard Chamberlain,7491,H. Rider Haggard,1986,1,North America,0.6931471805599453,2.6390573296152584,Winter,109,-3,-3,1,1,1,1,1,1
110,12000000,HandMade Films,UK,Neil Jordan,Crime,5794184,Mona Lisa,R,6,104,7.4,Bob Hoskins,10747,Neil Jordan,1986,1,Western Europe,2.6390573296152584,1.9459101490553132,Summer,110,0,0,6,5,13,5,6,3
111,12000000,Delphi Films,USA,Garry Marshall,Comedy,32324557,Nothing in Common,PG,7,118,5.9,Tom Hanks,5345,Rick Podell,1986,1,North America,2.772588722239781,0.6931471805599453,Summer,111,0,0,1,1,15,5,35,5
112,8000000,Cannon Group,USA,J. Lee Thompson,Action,11834302,Firewalker,PG,11,104,5,Chuck Norris,4752,Robert Gosnell,1986,0,North America,1.791759469228055,2.4849066497880004,Fall,112,0,0,1,1,5,3,8,3
113,12000000,Cannon Screen Entertainment,UK,Nicolas Roeg,Adventure,483460,Castaway,R,9,117,6,Oliver Reed,2649,Lucy Irvine,1986,1,Western Europe,1.3862943611198906,1.0986122886681098,Fall,113,0,0,1,1,3,2,1,1
